start_um,hankel_q_1e5cm-1,hankel_rmse,1/sqrtx_q_1e5cm-1,1/sqrtx_rmse
0.0,1.007104779174325,0.19319340170588398,1.0523513543442737,0.17232148754193188
0.02,1.0005967194657788,0.16820359874165042,1.0107693163921407,0.15704894578118356
0.04,0.999182478750221,0.1496980706062236,1.0103249929702935,0.1451741704814626
0.06,1.004812604368242,0.12948531128895077,1.0171804205018882,0.13914555267125173
0.08,1.0387171246911666,0.11295098582908306,1.0462283406549848,0.11941140902645775
0.1,1.0525416447174876,0.07583441100294935,1.057667417822393,0.09194282426860728
0.12,1.0869132362008715,0.07611391334570036,1.0686439564711112,0.07363632266225509
0.14,1.0727860632466848,0.08165504546148275,1.0729611763063505,0.07267358315745731
0.16,1.0649850370344707,0.08337969552956132,1.25243769426695,0.13903656272081164
0.18,1.0479070335190372,0.08448066628472053,1.0565233223099892,0.07617680691349366
0.2,1.0389732638857594,0.0778799179315442,1.05573332207012,0.07512672647626402
0.22,1.0422855399139241,0.07187015347558708,1.050163757455171,0.06999249364684063
0.24,1.0608952635994426,0.06587949741790765,1.0561291328818907,0.06585656310957419
0.26,1.0829843716100533,0.06440127334771094,1.065344212404134,0.0634778406068598
0.28,1.098365938399644,0.06104044343158212,1.0861656159491146,0.06179215173732904
0.3,1.1032423027875102,0.06351048396651447,1.0913526802440783,0.06187963881020751
0.32,1.0773579789709056,0.06273242687043626,1.0887885675396274,0.06029131576467169
0.34,1.0683790750043989,0.06063610290915826,1.079259396256345,0.06091190220077617
0.36,1.0651790680421567,0.060268493418703814,1.077980863557154,0.06084153264686365
0.38,1.0649365415517174,0.06818927486758229,1.0764277658406547,0.06240842716063731
0.4,1.0758049826048368,0.06713483473796385,1.0717663387419798,0.062121941658728315
0.42,1.0751853068543313,0.06727076913412279,1.0671579342262263,0.06483459404363894
0.44,1.091728623412834,0.07053327888170104,1.0614928870958584,0.06728247924723822
0.46,1.0752402454099006,0.07527290820859735,1.060015609146254,0.06947182029487488
0.48,1.0182328799292153,0.07454792459043146,1.0534798834074253,0.07067379406935911
0.5,1.0112245890136606,0.06811372136304071,1.0528992467063325,0.06902510667896417
