start_um,hankel_q_1e5cm-1,hankel_rmse,1/sqrtx_q_1e5cm-1,1/sqrtx_rmse
0.0,1.0384424896779378,0.274609812586192,1.039704597613252,0.2611848265934156
0.02,1.023416170662508,0.2459439754533508,1.2447617060476481,0.29710770078125615
0.04,1.0281856133737244,0.18328676920345313,2.168820364432932,0.37247345033294393
0.06,1.0409498575480574,0.14841878632894775,1.3877594044354509,0.3385939244611537
0.08,1.068606294506861,0.11544505282567773,1.0654470114438932,0.13545869493537438
0.1,1.1037625215729225,0.10318753543661004,1.2360316907074322,0.18352204988930815
0.12,1.1321155158343466,0.11241566846513032,1.510124328896834,0.26315509880744764
0.14,1.1354894656823515,0.12464573673282567,1.1459397972181522,0.11032236691320882
0.16,1.105298839453104,0.12759637873168145,1.1099842633867871,0.11133946715124685
0.18,1.070945581591252,0.12352027713265243,1.0445361362339178,0.11757987952329128
0.2,1.0629406408201232,0.09419986384789047,1.0795955460395232,0.10303156013021517
0.22,1.094402375099163,0.08165307618549618,1.0871081898061148,0.0827005185228288
0.24,1.1251166267109622,0.07452537112316818,1.1099107099765937,0.07166018925336437
0.26,1.1568871953971778,0.07058870221096067,1.2526096930010762,0.10867155793127925
0.28,1.1939162696582162,0.06784894351809091,1.0487819337754514,0.08669372580698782
0.3,1.1924200923466188,0.07196790755292556,0.9411297510758602,0.11200083540773526
0.32,1.1611590729007746,0.07371256516246649,1.0453052138487027,0.08466981195437669
0.34,1.1497950146895513,0.06916355139619364,1.0450527932486677,0.08354951587158875
0.36,1.1710483286808873,0.06883733952568105,1.153133275178564,0.06770903134938239
0.38,1.18411022533986,0.0710697819724265,1.1540332305465688,0.06886072637641226
0.4,1.1906483706906223,0.07601206132955557,1.1542561193546044,0.06967159127263708
0.42,1.1852592439198537,0.07422009275803503,1.1518937426372349,0.06944968145968734
0.44,1.1059114448278486,0.06831866013828751,1.127414049966896,0.06889024700323973
0.46,1.0908429628836642,0.06946370649490649,1.1055335305059633,0.06938147663870117
0.48,1.1048866937700377,0.07011059663463912,1.1079982603995846,0.0699157542886467
0.5,1.0699691587508735,0.07344921034170881,1.1455761996374152,0.0743629056591797
