start_um,hankel_q_1e5cm-1,hankel_rmse,1/sqrtx_q_1e5cm-1,1/sqrtx_rmse
0.0,1.0492028396542648,0.07682142599802078,1.0208898495429835,0.07634290690421568
0.02,1.0827564121108109,0.08384871306816241,0.9851475579644594,0.08369990218706787
0.04,0.899885547893589,0.08513613771837622,0.9148586728096337,0.0774756943446239
0.06,0.8944535096247125,0.07170195682228925,0.9133931594568465,0.07024053204218153
0.08,0.9077438172839086,0.058407701536189134,0.9271169092540449,0.06383679501749688
0.1,0.9401184355685224,0.04184752964055713,0.9533669564500037,0.043623754794462455
0.12,0.959559868976556,0.02828314230318851,0.9660002997949753,0.03226242530193419
0.14,0.9928022591528523,0.026758496227504303,0.982720508266067,0.027147560234757465
0.16,1.0008236854099788,0.028179577172204418,0.9895363320403716,0.026787772179492745
0.18,1.0114301227392704,0.031132379095479897,0.9893841717417602,0.029376126984890998
0.2,0.9839932381052637,0.03508032434525981,0.9891387868362211,0.028929416051344494
0.22,0.9494648412152689,0.030194985812815295,0.9875723604924728,0.027393532877909594
0.24,0.928256098253101,0.026616052325166055,0.9861017009157907,0.027231332074465143
0.26,0.9391503316735559,0.024338579263617294,1.089063139310355,0.042512058715882234
0.28,0.9572908919507451,0.021751388522656866,1.089891325990198,0.04150215931635871
0.3,0.976945695816359,0.020971311783513448,1.094851906906462,0.035574048493397875
0.32,1.0022155052459667,0.02253704628977525,0.9912248747811527,0.021114597358646386
0.34,1.0252513930786722,0.023193760285243625,0.9918550221212215,0.022210325859076566
0.36,0.9819516703257066,0.023514006355861868,0.9919871920758998,0.021716172992486113
0.38,0.9462428515719471,0.024159178229001654,0.9582738191659196,0.022235740906878954
0.4,0.9333996160276646,0.02549903444222006,0.9510220110633023,0.023164653224253914
0.42,0.9313824071211739,0.019660622691683113,0.9515002655477489,0.02268082967715455
0.44,0.9660285077384085,0.019040750499515688,0.9698843349774917,0.018112540629483025
0.46,1.0068307082595487,0.019632486282254637,0.9791266772025105,0.018495098214580476
0.48,1.0461873223294549,0.019391301314345306,0.9851511829783887,0.018856059356108498
0.5,1.0194610695678545,0.017754482102339136,0.9776804593098948,0.01879346870542055
