Wavenumber_cm-1,Method,Wavelength_nm,Momentum_um-1,Damping_gamma_p_inv,RMSE
860,CHT_k_space,684.7123843731537,9.176386247098145,2.7334454629283713,0.38159834184568214
860,real_space_hankel,637.9817157268282,9.848535079130588,3.065112101826394,0.04959416416578699
860,real_space_1/sqrtx,618.248133120467,10.16288601708611,1.967408768759057,0.0535959385620932
