wn,hankel_2wave_q,rmse
900,1.3306142408182096,0.06218939485898697
911,1.4672544464470725,0.015476342056489885
920,1.5518073487147166,0.0738829760643497
930,1.5975400124621921,0.04780356850625157
941,1.7857887938414905,0.11348987241900153
950,1.9005644059904734,0.0748637976765873
960,2.0168516740088998,0.053465750736858
970,2.042570228365751,0.04748320790597312
980,2.238115871055146,0.10039701783402916
991,2.460964896999333,0.09855959051287769
1000,2.4218713552760343,0.06073276315039605
