distance_nm,O3A,O3P,Z_nm,Z_nm_corrected
0,2.5483415126800537,-1.7383553981781006,19.048643112182617,-1.9973821640014648
15,2.549408197402954,-1.7338124513626099,19.02459716796875,-2.0782392024993896
30,2.4707467555999756,-1.724364995956421,19.23140525817871,-1.9282420873641968
45,2.3895678520202637,-1.7186521291732788,19.535839080810547,-1.680619239807129
60,2.281629800796509,-1.6584585905075073,19.512861251831055,-1.7604081630706787
75,2.243901252746582,-1.5506211519241333,19.430309295654297,-1.8997710943222046
90,1.9997280836105347,-1.3134206533432007,19.734344482421875,-1.6525468826293945
105,1.773582100868225,-0.8470572233200073,19.995378494262695,-1.4483239650726318
120,1.9702060222625732,-0.19274196028709412,20.276565551757812,-1.2239478826522827
135,2.273545742034912,0.10305610299110413,20.616832733154297,-0.9404917359352112
150,2.1195287704467773,-0.11702927201986313,21.31484603881836,-0.29928943514823914
165,2.394036054611206,-0.5268652439117432,21.96640396118164,0.29545748233795166
180,3.612194061279297,-0.8325086832046509,21.89240837097168,0.16465087234973907
195,5.416189670562744,-0.8368638753890991,21.910919189453125,0.12635067105293274
210,7.331407070159912,-0.6396742463111877,21.965848922729492,0.12446939200162888
225,8.501192092895508,-0.3479967713356018,22.002267837524414,0.1040772944688797
240,8.806209564208984,-0.07527444511651993,22.103734970092773,0.14873340725898743
255,8.482682228088379,0.15005604922771454,22.24020767211914,0.22839508950710297
270,7.813599109649658,0.30231836438179016,22.334716796875,0.2660931944847107
285,6.973915100097656,0.396131306886673,22.407346725463867,0.2819121181964874
300,6.140627861022949,0.43480557203292847,22.440580368041992,0.258334755897522
315,5.4392523765563965,0.4287852942943573,22.39146614074707,0.15240950882434845
330,4.876862049102783,0.38329729437828064,22.30278968811035,0.006922036409378052
345,4.413049697875977,0.28868886828422546,22.338415145874023,-0.014263520948588848
360,4.275611400604248,0.18111397325992584,22.464406967163086,0.05491728335618973
375,4.34059476852417,0.07317955046892166,22.623149871826172,0.15684917569160461
390,4.562334060668945,-0.0007676413515582681,22.763736724853516,0.24062500894069672
405,4.874454021453857,-0.04280830919742584,22.906574249267578,0.32665151357650757
420,5.191166400909424,-0.025241706520318985,22.988435745239258,0.3517020046710968
435,5.389864444732666,0.01941351406276226,22.978967666625977,0.2854229211807251
450,5.512183666229248,0.07034609466791153,22.96830940246582,0.217953622341156
465,5.43551778793335,0.10975901782512665,22.944787979125977,0.1376211941242218
480,5.36039400100708,0.13476184010505676,22.9365177154541,0.07253991067409515
495,5.187067985534668,0.14013276994228363,23.026870727539062,0.10608191043138504
510,5.057600975036621,0.1338803470134735,23.231868743896484,0.25426891446113586
525,4.992563724517822,0.11432252079248428,23.370882034301758,0.33647119998931885
540,4.972024440765381,0.09142369031906128,23.35144805908203,0.26022619009017944
555,4.997611045837402,0.06691094487905502,23.325071334838867,0.17703846096992493
570,5.083739757537842,0.04864437133073807,23.390668869018555,0.18582497537136078
585,5.19051456451416,0.03868938609957695,23.421886444091797,0.16023153066635132
600,5.302191734313965,0.040919288992881775,23.46639060974121,0.14792469143867493
615,5.400012016296387,0.04934459179639816,23.5665340423584,0.19125710427761078
630,5.447371006011963,0.06897640973329544,23.707355499267578,0.2752675414085388
645,5.468676567077637,0.09264064580202103,23.74436378479004,0.2554648220539093
660,5.469120502471924,0.11745526641607285,23.706079483032227,0.16036950051784515
675,5.385125160217285,0.1344078779220581,23.631498336791992,0.02897733636200428
690,5.293992519378662,0.14329521358013153,23.63502311706543,-0.02430889755487442
705,5.178599834442139,0.13947807252407074,23.712902069091797,-0.003240960882976651
720,5.127955436706543,0.13001854717731476,23.819055557250977,0.046101510524749756
735,5.082086563110352,0.11818625032901764,23.876129150390625,0.04636409133672714
750,5.084385395050049,0.10428952425718307,23.85337257385254,-0.033203501254320145
765,5.080438137054443,0.09496843814849854,23.91927719116211,-0.02410989999771118
780,5.138889789581299,0.08507269620895386,24.01703453063965,0.01683642528951168
795,5.1767048835754395,0.08053334802389145,24.092206954956055,0.03519783541560173
810,5.219511032104492,0.08185522258281708,24.188262939453125,0.0744428038597107
825,5.247251033782959,0.0838930681347847,24.279157638549805,0.10852649062871933
840,5.261207580566406,0.08939632773399353,24.331762313842773,0.10432014614343643
855,5.240166187286377,0.09547143429517746,24.390113830566406,0.1058606505393982
870,5.187347412109375,0.0973471999168396,24.47831916809082,0.1372549682855606
885,5.178365230560303,0.10446545481681824,24.505380630493164,0.1075054183602333
900,5.151919364929199,0.09864135831594467,24.573768615722656,0.11908239126205444
915,5.148586273193359,0.09805703908205032,24.641700744628906,0.1302035003900528
930,5.154603481292725,0.09151629358530045,24.635940551757812,0.067632295191288
945,5.1970014572143555,0.08866654336452484,24.68407440185547,0.058955129235982895
960,5.1902008056640625,0.08409252017736435,24.66356658935547,-0.018363697454333305
975,5.195678234100342,0.08414393663406372,24.70238494873047,-0.036356352269649506
990,5.232614994049072,0.08447283506393433,24.809593200683594,0.014040883630514145
1005,5.267154216766357,0.08614813536405563,24.88300895690918,0.030645623803138733
1020,5.297798156738281,0.09136331081390381,24.969280242919922,0.06010589376091957
1035,5.2762131690979,0.09705962240695953,24.984731674194336,0.018746310845017433
1050,5.263904094696045,0.10011906176805496,25.046552658081055,0.023756280541419983
1065,5.2753190994262695,0.1093345433473587,25.133344650268555,0.05373725667595863
1080,5.269008159637451,0.1100708544254303,25.17816734313965,0.041748933494091034
1095,5.2873921394348145,0.1108018159866333,25.199012756347656,0.0057833329774439335
1110,5.252137184143066,0.11349407583475113,25.24242401123047,-0.007616427261382341
1125,5.2309889793396,0.10782880336046219,25.377819061279297,0.07096760720014572
1140,5.247122287750244,0.10081352293491364,25.467525482177734,0.10386301577091217
1155,5.236534118652344,0.09643963724374771,25.540430068969727,0.11995658278465271
1170,5.224598407745361,0.09376289695501328,25.63837432861328,0.16108982264995575
1185,5.231973171234131,0.09276071935892105,25.71544075012207,0.18134523928165436
1200,5.255630970001221,0.09652430564165115,25.758867263793945,0.1679607331752777
1215,5.282176494598389,0.09675893187522888,25.792964935302734,0.14524738490581512
1230,5.272339344024658,0.0992211103439331,25.825428009033203,0.12089944630861282
1245,5.274999618530273,0.09684431552886963,25.885290145874023,0.12395057082176208
1260,5.258230209350586,0.1005297601222992,25.895654678344727,0.07750409096479416
1275,5.24898099899292,0.10279590636491776,25.84699058532715,-0.027971019968390465
1290,5.256453990936279,0.0983407273888588,25.914215087890625,-0.017557531595230103
1305,5.246734619140625,0.09672528505325317,25.989606857299805,0.001023222110234201
1320,5.247625350952148,0.09542431682348251,26.040618896484375,-0.00477575371041894
