distance_nm,O3A,O3P,Z_nm,Z_nm_corrected
0,3.2618257999420166,0.3949413597583771,5.116530895233154,-2.2308847904205322
15,3.1942708492279053,0.3943478763103485,5.339199542999268,-2.064831495285034
30,3.0920400619506836,0.4002789258956909,5.616964340209961,-1.8436819314956665
45,3.0629706382751465,0.3469093441963196,5.638089179992676,-1.879172444343567
60,2.9354007244110107,0.3156878650188446,5.5290656089782715,-2.044811248779297
75,2.625117301940918,0.16823004186153412,5.8188796043396,-1.8116124868392944
90,2.2682409286499023,-0.10728736221790314,6.081943511962891,-1.6051639318466187
105,2.1830339431762695,-0.6559149026870728,6.418361186981201,-1.3253614902496338
120,2.3564558029174805,-1.0003348588943481,6.765601634979248,-1.0347363948822021
135,1.7925949096679688,-0.6633226871490479,7.519633769989014,-0.337319552898407
150,3.1168699264526367,-0.6231964826583862,8.089960098266602,0.17639149725437164
165,4.858172416687012,-0.6161770224571228,8.035930633544922,0.0657467320561409
180,6.521963596343994,-0.7658673524856567,8.050135612487793,0.023336423560976982
195,7.396295547485352,-0.9806821942329407,8.091718673706055,0.008304192684590816
210,7.182200908660889,-1.1936393976211548,8.141031265258789,0.0010014923755079508
225,6.44911527633667,-1.3373147249221802,8.230799674987793,0.034154608845710754
240,5.668152332305908,-1.3988573551177979,8.37219524383545,0.11893488466739655
255,4.893362045288086,-1.3901655673980713,8.467828750610352,0.15795309841632843
270,4.397587776184082,-1.348795771598816,8.544374465942383,0.17788352072238922
285,4.137098789215088,-1.255133867263794,8.57150650024414,0.14840027689933777
300,4.180942535400391,-1.1831804513931274,8.523425102233887,0.043703578412532806
315,4.35532808303833,-1.1259068250656128,8.43914794921875,-0.09718886762857437
330,4.607656478881836,-1.1214555501937866,8.475207328796387,-0.11774477362632751
345,4.8346781730651855,-1.1440826654434204,8.624835014343262,-0.024732382968068123
360,4.957470417022705,-1.1625162363052368,8.787618637084961,0.08143594861030579
375,4.967176914215088,-1.2012503147125244,8.917089462280273,0.15429148077964783
390,4.854215145111084,-1.2110031843185425,9.071520805358887,0.25210753083229065
405,4.758441925048828,-1.1999562978744507,9.159332275390625,0.28330370783805847
420,4.693358421325684,-1.2009994983673096,9.16280460357666,0.23016074299812317
435,4.6897292137146,-1.1720328330993652,9.143868446350098,0.1546092927455902
450,4.752678871154785,-1.1528477668762207,9.14332103729248,0.09744659811258316
465,4.83492374420166,-1.1500821113586426,9.115172386169434,0.01268265675753355
480,4.862063884735107,-1.1719955205917358,9.265172958374023,0.10606794059276581
495,4.940935134887695,-1.1878526210784912,9.452999114990234,0.2372788041830063
510,5.01077127456665,-1.1865098476409912,9.573166847229004,0.30083122849464417
525,4.958423614501953,-1.2002997398376465,9.553555488586426,0.22460459172725677
540,4.862274646759033,-1.2121763229370117,9.54271125793457,0.15714506804943085
555,4.800514221191406,-1.204209804534912,9.607333183288574,0.1651517003774643
570,4.742857456207275,-1.2118562459945679,9.628829002380371,0.1300322264432907
585,4.735440731048584,-1.1995131969451904,9.699258804321289,0.14384673535823822
600,4.733763217926025,-1.1799285411834717,9.80859088897705,0.19656354188919067
615,4.783700466156006,-1.1704071760177612,9.929367065429688,0.26072442531585693
630,4.822006702423096,-1.1743571758270264,9.961910247802734,0.23665231466293335
645,4.855307579040527,-1.1839585304260254,9.91708755493164,0.13521432876586914
660,4.837677955627441,-1.1896418333053589,9.849909782409668,0.01142126228660345
675,4.817068576812744,-1.1958132982254028,9.8484468460083,-0.04665696620941162
690,4.759117603302002,-1.194036602973938,9.916114807128906,-0.03560429811477661
705,4.750251770019531,-1.1942120790481567,10.049121856689453,0.0407874621450901
