distance_nm,O3A,O3P,Z_nm,Z_nm_corrected
-268.0,3.392439270019531,1.8478233575820924,-2.359982868341155,0.1676782608032248
-253.0,3.404041051864624,1.8489808320999146,-2.4251900636231394,0.10247106552124041
-238.0,3.403104829788208,1.8495733737945557,-2.52766112914438,0.0
-223.0,3.3570508003234862,1.852124571800232,-2.3642952882325163,0.16336584091186346
-208.0,3.316477966308594,1.8736427545547485,-2.3438415490662563,0.1838195800781235
-193.0,3.3617488384246825,1.8468148708343506,-2.4453080140625962,0.08235311508178356
-178.0,3.3140256881713865,1.8447768449783326,-2.338593097833348,0.18906803131103178
-163.0,3.305497646331787,1.853715419769287,-2.286266037133887,0.2413950920104928
-148.0,3.3094510555267336,1.848576021194458,-2.358585544732764,0.16907558441161585
-132.99999999999997,3.304120635986328,1.8584917783737183,-2.419575782922463,0.1080853462219169
-118.0,3.2048974514007567,1.8633126497268677,-2.2081541024720233,0.31950702667235653
-102.99999999999997,3.025424671173096,1.866026759147644,-2.0058482133423867,0.5218129158019931
-88.0,3.0571259021759034,1.8884093761444092,-1.9569080316102088,0.570753097534171
-72.99999999999997,2.940334606170654,1.9325816869735717,-1.991586776879986,0.5360743522643938
-58.0,2.7142950534820556,2.056329345703125,-1.9951528512513257,0.5325082778930541
-42.99999999999997,2.3227655410766603,2.370480537414551,-1.9004332505738355,0.6272278785705443
-28.0,2.1232072353363036,2.8863900661468507,-1.6757501565491772,0.8519109725952025
-13.0,2.4301744937896728,3.4678890228271486,-1.3649731599366302,1.1626879692077496
2.000000000000057,2.541426992416382,3.62355694770813,-1.185174938348497,1.3424861907958827
17.000000000000057,2.3333297252655028,3.2514899730682374,-0.1139887773072374,2.4136723518371426
32.0,3.1808274745941163,3.0096476554870604,-0.0747985803162706,2.4528625488281093
47.0,5.137882900238037,2.8491748809814452,-0.05700826278087199,2.470652866363508
62.00000000000006,7.445599746704102,2.966184711456299,-0.02373427977916478,2.503926849365215
77.00000000000006,9.482712554931641,3.206118869781494,-0.024243065026967513,2.503418064117412
92.00000000000006,10.429216575622558,3.4868142127990724,-0.05136584868785619,2.4762952804565237
107.0,10.143846321105958,3.7204282760620115,-0.07741155257579742,2.4502495765685826
122.0,9.276607131958007,3.882958936691284,-0.10305556884166833,2.4246055603027115
137.00000000000006,8.220698928833007,3.9896966457366942,-0.11199826827404138,2.4156628608703383
152.00000000000006,7.170589256286621,4.031554317474365,-0.07777671447155328,2.4498844146728267
167.0,6.273530769348144,4.028156089782715,-0.06594266524669976,2.46171846389768
182.0,5.531091213226318,3.972310018539429,-0.013663288263058604,2.5139978408813213
197.00000000000006,5.155095863342285,3.886539363861084,0.011795715185427724,2.5394568443298073
