start_um,hankel_q_1e5cm-1,hankel_rmse,1/sqrtx_q_1e5cm-1,1/sqrtx_rmse
0.0,1.2076460899238721,0.6864483047860679,1.1768540460512218,0.6592630598799968
0.02,1.188854212774952,0.7364931972637728,1.2121890108789262,0.6939536387372675
0.04,1.0199300138205312,0.69864032731128,1.1437510118596401,0.7253210363429954
0.06,1.042091342441262,0.5426464250873967,1.1441614808336118,0.6976780836259958
0.08,1.091159887511671,0.3086975772676521,1.1452415337482655,0.539846820446794
0.1,1.1749664944659193,0.22243309846337175,1.3310491213459996,0.5310147974760141
0.12,1.2106869292025715,0.26170157990823145,1.333487775893899,0.4146308590752102
0.14,1.2310597820899485,0.28597871255872137,1.194492511469231,0.20917634834086643
0.16,1.2083458609779423,0.25226381181460195,1.188340421972095,0.21917567053047154
0.18,1.1518112356789358,0.2565620902683691,1.1654626111048934,0.22463478304885623
0.2,1.0955961761885773,0.2317071733831989,1.1444702734169665,0.21909838326231373
0.22,1.1154587800398956,0.18716952567342765,1.146662571849731,0.19726433407897048
0.24,1.1765487883683827,0.16783657115225423,1.160014573988174,0.1734753319033793
0.26,1.248252477452716,0.11279301748536842,1.2021873020115401,0.15453074898208286
0.28,1.3064252136928276,0.07629419912643148,1.244323752343218,0.12967652277117922
0.3,1.3346008274523842,0.05466491830256089,1.3138334362372026,0.07545590563326862
0.32,1.3362061435575445,0.06156544352880853,1.3267587600872401,0.06387345874958003
0.34,1.3233863844383191,0.06818209727763232,1.3308987414246491,0.057810626329804
0.36,1.3293032973311834,0.06453963638819354,1.3344571851677238,0.05512642231073257
0.38,1.3437783107426091,0.07200197811478609,1.3380723163567048,0.053892870281924195
0.4,1.36728749563998,0.07768859921219298,1.3434065621088491,0.05343513137726885
0.42,1.3706992081320737,0.05573730390923295,1.3585588671688498,0.05302662656704266
0.44,1.3489065890267469,0.05559544913561762,1.3550301633102966,0.05341852458731881
0.46,1.3341275087051498,0.05317005724824457,1.3493531930108784,0.05333213853772306
0.48,1.3441509040429553,0.06225951048923647,1.3492775219454383,0.054331249109112384
0.5,1.3353976772599911,0.061588028718405116,1.3459685204407623,0.05607344461204651
