start_um,hankel_q_1e5cm-1,hankel_rmse,1/sqrtx_q_1e5cm-1,1/sqrtx_rmse
0.0,1.0822833673636902,0.8143621890129734,1.067451646287407,0.8040636823051347
0.02,1.0998308399028305,0.883870874800817,1.0839549148560133,0.8216349926306561
0.04,1.0544246828469368,0.9197226357971076,1.0628278593449945,0.8727285545586818
0.06,0.8490034851439795,1.169409797732044,1.0327939707129692,0.8086763229380447
0.08,1.0161323509429763,1.1236515892950525,1.03701367821562,0.5896477648677206
0.1,1.049717911328011,0.2916459769332011,1.0511635302550715,0.3998931388239435
0.12,1.079065321538497,0.26257644993956764,1.0734911963239913,0.25663194945193096
0.14,1.092079612555048,0.30755276427833683,1.08270833376169,0.26249712878004394
0.16,1.1002835067964636,0.3323598820286326,1.0844374648821036,0.2753396983557961
0.18,1.0881743268560695,0.3445356361553718,1.0773749089313875,0.29163232777982134
0.2,1.0626669295662108,0.35300245116729595,1.069088087051262,0.3060883662189642
0.22,1.0513338748317664,0.33214534877095886,1.062845165452668,0.30136944474296895
0.24,1.0644659653030428,0.2862962054174877,1.0653574864692745,0.2849734680300277
0.26,1.0848156170396537,0.21619533307799407,1.091610345160725,0.24466510674326034
0.28,1.117774024574882,0.15080806303681013,1.1130369469139474,0.20070220029968028
0.3,1.154062681797027,0.09268279829164702,1.1335590405562248,0.15545393107806346
0.32,1.1714197834326905,0.07643113621176108,1.1607761624430069,0.07957381495650946
0.34,1.1742158100265654,0.09780404786067336,1.166120793383347,0.07708443600680821
0.36,1.1584486464469586,0.1009155889248434,1.1637069503645496,0.07863342485431896
0.38,1.1519141600809093,0.10125582250675419,1.160748576274689,0.07751504920819835
0.4,1.1580442326828169,0.09033563952856882,1.1611277737605914,0.0739959804175227
0.42,1.1704164972947464,0.09125356213790513,1.1663863968928248,0.06939883671860879
0.44,1.1865078585109132,0.0992379636544567,1.1723262355833624,0.06803151852907911
0.46,1.1916661438154925,0.07310820556926516,1.182884606817178,0.06699656470670957
0.48,1.1896159131441009,0.08009002675555003,1.1836952590219472,0.07055879469105321
0.5,1.1756282171938732,0.08458506219072248,1.181101569931441,0.07480143992952948
