start_um,hankel_q_1e5cm-1,hankel_rmse,1/sqrtx_q_1e5cm-1,1/sqrtx_rmse
0.0,1.1650882595243501,0.25063791008383274,1.1515467668446226,0.24316323328445683
0.02,1.1881574809159015,0.2751932600803463,1.171418381725946,0.25352430102671497
0.04,1.133798608346962,0.27344011558212666,1.148747033936263,0.25673806120760084
0.06,1.00266306772406,0.2016680413914516,1.1470913891127164,0.25749817581927936
0.08,1.0948833268413618,0.13605316872940304,1.1493498344256556,0.17625682243740637
0.1,1.1355806979174317,0.08335916090607473,1.1504760762264086,0.11069133856535493
0.12,1.1664986420330525,0.10342573520516489,1.1518675931734392,0.08211533877943097
0.14,1.1718040813287036,0.08880146900528309,1.1572771796578576,0.0787179416176146
0.16,1.1736739313273108,0.09427494665793656,1.156185705547726,0.08284140964113551
0.18,1.1537465665259017,0.09874470911716395,1.1512615207790968,0.08667528366870943
0.2,1.1378876751393154,0.0986518946854949,1.1503157847667502,0.08941881090110115
0.22,1.133683216324695,0.09073048905116785,1.1508306162446582,0.08579999822160458
0.24,1.15958217374033,0.07428221671034711,1.1533994576361384,0.07713288622675736
0.26,1.1962148458317803,0.05652439166456419,1.168769035603205,0.07031750568037226
0.28,1.2211052514019454,0.03385478042240591,1.21221994958373,0.049190958410317044
0.3,1.2524146617068868,0.023492633201594754,1.2345268094342456,0.038434256761556256
0.32,1.2594200793812513,0.025063149190167878,1.2460134838499701,0.029829514281332428
0.34,1.2459962314043453,0.025842480185772315,1.2537894503077005,0.022909027131036198
0.36,1.2423826296958602,0.025887733169298398,1.2507583762744057,0.02196776708995233
0.38,1.2491430647237762,0.030098073633163372,1.2518593433638237,0.020905100351829034
0.4,1.252935746565969,0.022585647869174736,1.2522257875597036,0.020702223340146514
0.42,1.2552362341379975,0.026017834767159152,1.2526628347432076,0.020371475594324753
0.44,1.251678362895917,0.023819168179946365,1.2477979488674005,0.01976659128636221
0.46,1.2372265227612242,0.01957467818931867,1.2408204191563994,0.01984678483471657
0.48,1.2320190984334654,0.020105762303688893,1.2415609358972912,0.02001865664475268
0.5,1.2333550942369995,0.022582802883691144,1.2416039028454817,0.020472494993267105
