start_um,hankel_q_1e5cm-1,hankel_rmse,1/sqrtx_q_1e5cm-1,1/sqrtx_rmse
0.0,1.3089530019149938,0.31462191055015437,1.4903853566012668,0.35263939184427096
0.02,1.3361430747417224,0.33758944347358427,1.4935306618387523,0.3490192811204121
0.04,1.0393063916597085,0.23711941577246667,1.499527259714407,0.35680324383733586
0.06,1.113207939618897,0.15602462325470456,1.487848486228221,0.31515854903594
0.08,1.2235667870462767,0.09666864461631268,1.4930351914239337,0.285746718865555
0.1,1.3001088857842718,0.115520772499706,1.4971377671192216,0.22170277193128357
0.12,1.2855313611030896,0.1027424297064391,1.5021376880880464,0.1581738663425585
0.14,1.2399601999797643,0.09935951021797783,1.5041107851764575,0.1553309144541524
0.16,1.0431006553083708,0.08871026545044239,1.2225162167314045,0.08906590345741426
0.18,1.0619905045503948,0.08281497589111841,1.0320975166982733,0.07577903499968718
0.2,1.1073612939629447,0.06407614863331618,1.5069284611622271,0.14656648208014203
0.22,1.220580208531078,0.06233168097270408,1.1434241612579346,0.059028824174611576
0.24,1.3266601139854413,0.043828631759659474,1.3291200452961123,0.07224022549048087
0.26,1.4060015119882516,0.03017151754112326,1.3367254240045638,0.04017607382923079
0.28,1.4699754015916895,0.02498384432307124,1.7444562177229883,0.07611763079010878
0.3,1.4844423787364929,0.027152407149824535,1.3378511436740304,0.03532686256586074
0.32,1.483224154691323,0.025192783430105302,1.4914025785526295,0.02387378523651358
0.34,1.490860270733552,0.028802473269788315,1.4915488924626015,0.02368663673131221
0.36,1.5034178460872814,0.02901961050350189,1.4430311737531907,0.02552655142395434
0.38,1.5216634191366742,0.02720942392396794,1.494549728587275,0.02250972865336037
0.4,1.5121306282368117,0.020035700582251376,1.509111991492672,0.0215260866982711
0.42,1.5055923342909248,0.01938198537332321,1.510951284939392,0.021119096127172252
0.44,1.506701587471299,0.023999471052402563,1.5119879976971824,0.02136578885481631
0.46,1.4916825318828801,0.020543996642139357,1.4815663555009093,0.019410271439604814
0.48,1.454675880189649,0.023047422791160118,1.4540538674375398,0.01929246294155131
0.5,1.4265546271632314,0.0202465105349272,1.4375382199863895,0.017500516680539913
